match_id,league_name,match_time,home_team,away_team,final_score,bookmaker,init_win,init_draw,init_lose,final_win,final_draw,final_lose
2028142,英格兰超级联赛,2022-05-08T02:45:00,利物浦,托特纳姆热刺,1月1日,Bet 365,1.36,5,7.5,1.4,5.25,6.5
2028142,英格兰超级联赛,2022-05-08T02:45:00,利物浦,托特纳姆热刺,1月1日,Easybets,1.46,5,6.4,1.43,5.2,6.7
2028142,英格兰超级联赛,2022-05-08T02:45:00,利物浦,托特纳姆热刺,1月1日,Lottery Official,1.34,4.45,6,1.35,4.45,5.75
2028142,英格兰超级联赛,2022-05-08T02:45:00,利物浦,托特纳姆热刺,1月1日,Macauslot,1.35,4.8,6.2,1.35,4.8,6.2
2028142,英格兰超级联赛,2022-05-08T02:45:00,利物浦,托特纳姆热刺,1月1日,William Hill,1.5,4.5,6,1.44,4.8,6.5
2028156,英格兰超级联赛,2022-05-15T21:00:00,狼队,诺维奇,1月1日,Bet 365,1.5,4.2,6.5,1.55,4.5,5.75
2028156,英格兰超级联赛,2022-05-15T21:00:00,狼队,诺维奇,1月1日,Easybets,1.46,4.6,7.1,1.57,4.5,5.5
2028156,英格兰超级联赛,2022-05-15T21:00:00,狼队,诺维奇,1月1日,Lottery Official,1.32,4.2,7,1.35,4.15,6.35
2028156,英格兰超级联赛,2022-05-15T21:00:00,狼队,诺维奇,1月1日,Macauslot,1.45,4,6,1.4,4,6.7
2028156,英格兰超级联赛,2022-05-15T21:00:00,狼队,诺维奇,1月1日,William Hill,1.5,3.9,7.5,1.44,4.6,6.5
2032698,德国甲组联赛,2021-08-15T00:30:00,多特蒙德,法兰克福,5月2日,Bet 365,1.4,5.5,6,1.45,5,5.75
2032698,德国甲组联赛,2021-08-15T00:30:00,多特蒙德,法兰克福,5月2日,Easybets,1.43,5,5.5,1.5,5,5.7
2032698,德国甲组联赛,2021-08-15T00:30:00,多特蒙德,法兰克福,5月2日,Lottery Official,1.32,4.8,5.8,1.28,5,6.35
2032698,德国甲组联赛,2021-08-15T00:30:00,多特蒙德,法兰克福,5月2日,Macauslot,1.4,4.9,5.4,1.4,4.9,5.4
2032698,德国甲组联赛,2021-08-15T00:30:00,多特蒙德,法兰克福,5月2日,William Hill,1.44,5,6.5,1.44,5,6
2032699,德国甲组联赛,2021-08-14T21:30:00,沃尔夫斯堡,波鸿,1-0,Bet 365,1.44,4.5,6.5,1.4,5,7
2032699,德国甲组联赛,2021-08-14T21:30:00,沃尔夫斯堡,波鸿,1-0,Easybets,1.5,4.5,5.3,1.43,4.9,7.3
2032699,德国甲组联赛,2021-08-14T21:30:00,沃尔夫斯堡,波鸿,1-0,Lottery Official,1.34,4.3,6.25,1.32,4.4,6.5
2032699,德国甲组联赛,2021-08-14T21:30:00,沃尔夫斯堡,波鸿,1-0,Macauslot,1.45,4.35,5.3,1.38,4.5,6.3
2032699,德国甲组联赛,2021-08-14T21:30:00,沃尔夫斯堡,波鸿,1-0,William Hill,1.5,4.5,6.5,1.44,4.75,7.5
2032790,德国甲组联赛,2021-10-30T21:30:00,多特蒙德,科隆,2-0,Bet 365,1.36,5.75,7,1.45,4.75,6.5
2032790,德国甲组联赛,2021-10-30T21:30:00,多特蒙德,科隆,2-0,Easybets,1.46,5,6,1.47,4.9,6.4
2032790,德国甲组联赛,2021-10-30T21:30:00,多特蒙德,科隆,2-0,Macauslot,1.38,4.75,5.7,1.38,4.75,5.7
2032790,德国甲组联赛,2021-10-30T21:30:00,多特蒙德,科隆,2-0,William Hill,1.4,5.5,7,1.44,4.6,7
2032806,德国甲组联赛,2021-11-20T22:30:00,勒沃库森,波鸿,1-0,Bet 365,1.33,5,8.5,1.44,4.75,6.5
2032806,德国甲组联赛,2021-11-20T22:30:00,勒沃库森,波鸿,1-0,Easybets,1.39,5.3,7.4,1.47,4.9,6.5
2032806,德国甲组联赛,2021-11-20T22:30:00,勒沃库森,波鸿,1-0,Macauslot,1.32,5,6.8,1.38,4.6,6.15
2032806,德国甲组联赛,2021-11-20T22:30:00,勒沃库森,波鸿,1-0,William Hill,1.36,5,8.5,1.44,4.75,7
2032945,德国甲组联赛,2022-04-02T21:30:00,勒沃库森,柏林赫塔,2月1日,Bet 365,1.36,5.5,7,1.4,4.75,7
2032945,德国甲组联赛,2022-04-02T21:30:00,勒沃库森,柏林赫塔,2月1日,Easybets,1.43,5,7,1.44,4.8,7.3
2032945,德国甲组联赛,2022-04-02T21:30:00,勒沃库森,柏林赫塔,2月1日,Lottery Official,1.29,4.75,6.5,1.29,4.75,6.5
2032945,德国甲组联赛,2022-04-02T21:30:00,勒沃库森,柏林赫塔,2月1日,Macauslot,1.35,4.7,6.6,1.34,4.7,6.85
2032945,德国甲组联赛,2022-04-02T21:30:00,勒沃库森,柏林赫塔,2月1日,William Hill,1.33,5,8.5,1.44,4.5,7
2032960,德国甲组联赛,2022-04-11T01:30:00,RB莱比锡,霍芬海姆,3-0,Bet 365,1.53,4.33,5.5,1.44,5,6
2032960,德国甲组联赛,2022-04-11T01:30:00,RB莱比锡,霍芬海姆,3-0,Easybets,1.57,4.8,5.1,1.44,5.1,6.6
2032960,德国甲组联赛,2022-04-11T01:30:00,RB莱比锡,霍芬海姆,3-0,Macauslot,1.48,4.5,4.8,1.35,4.8,6.4
2032960,德国甲组联赛,2022-04-11T01:30:00,RB莱比锡,霍芬海姆,3-0,William Hill,1.53,4.2,5.8,1.44,4.75,7
2032974,德国甲组联赛,2022-04-23T21:30:00,科隆,比勒菲尔德,3月1日,Bet 365,1.57,4,5.5,1.4,4.75,8
2032974,德国甲组联赛,2022-04-23T21:30:00,科隆,比勒菲尔德,3月1日,Easybets,1.58,4.2,6,1.4,4.9,8.3
2032974,德国甲组联赛,2022-04-23T21:30:00,科隆,比勒菲尔德,3月1日,Macauslot,1.48,3.91,5.7,1.4,4.3,6.3
2032974,德国甲组联赛,2022-04-23T21:30:00,科隆,比勒菲尔德,3月1日,William Hill,1.67,3.8,5,1.44,4.5,7.5
2032980,德国甲组联赛,2022-05-03T02:30:00,勒沃库森,法兰克福,2-0,Bet 365,1.65,4,5,1.5,4.75,6
2032980,德国甲组联赛,2022-05-03T02:30:00,勒沃库森,法兰克福,2-0,Easybets,1.61,4.4,5.3,1.48,4.9,6.1
2032980,德国甲组联赛,2022-05-03T02:30:00,勒沃库森,法兰克福,2-0,Macauslot,1.51,4.1,5,1.35,5,6.1
2032980,德国甲组联赛,2022-05-03T02:30:00,勒沃库森,法兰克福,2-0,William Hill,1.85,3.7,4,1.44,5,6
2034617,法国甲组联赛,2021-08-07T03:00:00,摩纳哥,南特,1月1日,Bet 365,1.44,4.33,7,1.4,4.75,7.5
2034617,法国甲组联赛,2021-08-07T03:00:00,摩纳哥,南特,1月1日,Easybets,1.47,4.5,5.7,1.43,4.6,7.4
2034617,法国甲组联赛,2021-08-07T03:00:00,摩纳哥,南特,1月1日,Lottery Official,1.33,4.2,6.7,1.3,4.35,7.2
2034617,法国甲组联赛,2021-08-07T03:00:00,摩纳哥,南特,1月1日,Macauslot,1.43,4.35,5.5,1.38,4.3,6.5
2034617,法国甲组联赛,2021-08-07T03:00:00,摩纳哥,南特,1月1日,William Hill,1.5,4.4,6.5,1.44,4.5,7.5
2034620,法国甲组联赛,2021-08-16T02:45:00,马赛,波尔多,2月2日,Bet 365,2.05,3.3,3.6,1.45,4.33,7
2034620,法国甲组联赛,2021-08-16T02:45:00,马赛,波尔多,2月2日,Easybets,1.66,3.9,4.6,1.48,4.4,6.6
2034620,法国甲组联赛,2021-08-16T02:45:00,马赛,波尔多,2月2日,Macauslot,1.63,3.71,4.5,1.4,4.3,6.3
2034620,法国甲组联赛,2021-08-16T02:45:00,马赛,波尔多,2月2日,William Hill,2.05,3.4,3.7,1.44,4.33,7.5
2034671,法国甲组联赛,2021-09-23T01:00:00,摩纳哥,圣埃蒂安,3月1日,Bet 365,1.53,4,6,1.44,4.5,7
2034671,法国甲组联赛,2021-09-23T01:00:00,摩纳哥,圣埃蒂安,3月1日,Easybets,1.56,4.4,5.5,1.45,4.7,6.9
2034671,法国甲组联赛,2021-09-23T01:00:00,摩纳哥,圣埃蒂安,3月1日,Macauslot,1.55,3.81,4.9,1.34,4.6,6.6
2034671,法国甲组联赛,2021-09-23T01:00:00,摩纳哥,圣埃蒂安,3月1日,William Hill,1.57,4,6,1.44,4.4,7.5
2034711,法国甲组联赛,2021-10-24T21:00:00,朗斯,梅斯,4月1日,Bet 365,1.6,4.2,5.25,1.4,4.5,7.5
2034711,法国甲组联赛,2021-10-24T21:00:00,朗斯,梅斯,4月1日,Easybets,1.65,3.8,4.8,1.43,4.6,7.5
2034711,法国甲组联赛,2021-10-24T21:00:00,朗斯,梅斯,4月1日,Lottery Official,1.46,3.65,5.6,1.31,4.1,7.6
2034711,法国甲组联赛,2021-10-24T21:00:00,朗斯,梅斯,4月1日,Macauslot,1.58,3.8,4.75,1.4,4.2,6.5
2034711,法国甲组联赛,2021-10-24T21:00:00,朗斯,梅斯,4月1日,William Hill,1.62,4,5.5,1.44,4.4,8.5
2034712,法国甲组联赛,2021-10-24T03:00:00,里尔,布雷斯特,1月1日,Bet 365,1.53,4.33,5.75,1.45,4.2,7.5
2034712,法国甲组联赛,2021-10-24T03:00:00,里尔,布雷斯特,1月1日,Easybets,1.61,3.9,5,1.49,4.4,6.6
2034712,法国甲组联赛,2021-10-24T03:00:00,里尔,布雷斯特,1月1日,Lottery Official,1.4,3.8,6.25,1.31,4.3,6.95
2034712,法国甲组联赛,2021-10-24T03:00:00,里尔,布雷斯特,1月1日,Macauslot,1.53,3.91,4.95,1.4,4.2,6.3
2034712,法国甲组联赛,2021-10-24T03:00:00,里尔,布雷斯特,1月1日,William Hill,1.57,4.2,5.8,1.44,4.4,8
2034714,法国甲组联赛,2021-10-24T23:00:00,摩纳哥,蒙彼利埃,3月1日,Bet 365,1.36,5,7.5,1.44,4.75,7
2034714,法国甲组联赛,2021-10-24T23:00:00,摩纳哥,蒙彼利埃,3月1日,Easybets,1.43,4.7,6,1.46,4.8,6.5
2034714,法国甲组联赛,2021-10-24T23:00:00,摩纳哥,蒙彼利埃,3月1日,Macauslot,1.4,4.55,5.8,1.38,4.55,6.2
2034714,法国甲组联赛,2021-10-24T23:00:00,摩纳哥,蒙彼利埃,3月1日,William Hill,1.4,4.8,8,1.44,4.5,7.5
2034745,法国甲组联赛,2021-11-21T04:00:00,雷恩,蒙彼利埃,2-0,Bet 365,1.62,4,5,1.45,4.5,7
2034745,法国甲组联赛,2021-11-21T04:00:00,雷恩,蒙彼利埃,2-0,Easybets,1.52,4.7,5.6,1.45,4.8,6.4
2034745,法国甲组联赛,2021-11-21T04:00:00,雷恩,蒙彼利埃,2-0,Lottery Official,1.42,3.85,5.7,1.28,4.5,7.35
2034745,法国甲组联赛,2021-11-21T04:00:00,雷恩,蒙彼利埃,2-0,Macauslot,1.45,4.4,5.25,1.4,4.3,6.2
2034745,法国甲组联赛,2021-11-21T04:00:00,雷恩,蒙彼利埃,2-0,William Hill,1.62,4,5.5,1.44,4.5,7
2034754,法国甲组联赛,2021-11-29T03:45:00,马赛,特鲁瓦,1-0,Bet 365,1.44,4.5,6,1.4,4.5,8
2034754,法国甲组联赛,2021-11-29T03:45:00,马赛,特鲁瓦,1-0,Easybets,1.49,4.7,6.1,1.41,4.9,7.5
2034754,法国甲组联赛,2021-11-29T03:45:00,马赛,特鲁瓦,1-0,Macauslot,1.4,4.45,6.1,1.4,4.45,6.1
2034754,法国甲组联赛,2021-11-29T03:45:00,马赛,特鲁瓦,1-0,William Hill,1.44,4.6,7,1.44,4.5,7.5
2034811,法国甲组联赛,2022-01-16T20:00:00,雷恩,波尔多,6-0,Bet 365,1.4,4.75,7,1.44,5,6.5
2034811,法国甲组联赛,2022-01-16T20:00:00,雷恩,波尔多,6-0,Easybets,1.39,5,7.5,1.42,4.9,6.9
2034811,法国甲组联赛,2022-01-16T20:00:00,雷恩,波尔多,6-0,Macauslot,1.32,4.75,7.1,1.42,4.75,5.15
2034811,法国甲组联赛,2022-01-16T20:00:00,雷恩,波尔多,6-0,William Hill,1.4,4.6,8,1.44,4.5,7
2034832,法国甲组联赛,2022-02-06T23:59:00,雷恩,布雷斯特,2-0,Bet 365,1.57,4,5.5,1.45,4.33,7
2034832,法国甲组联赛,2022-02-06T23:59:00,雷恩,布雷斯特,2-0,Easybets,1.58,4.1,5.7,1.46,4.5,7.1
2034832,法国甲组联赛,2022-02-06T23:59:00,雷恩,布雷斯特,2-0,Macauslot,1.5,3.95,5.45,1.42,4,6.65
2034832,法国甲组联赛,2022-02-06T23:59:00,雷恩,布雷斯特,2-0,William Hill,1.57,4,5.8,1.44,4.2,7.5
2034856,法国甲组联赛,2022-02-21T03:45:00,马赛,克莱蒙,0-2,Bet 365,1.44,4.2,7.5,1.5,4.33,6
2034856,法国甲组联赛,2022-02-21T03:45:00,马赛,克莱蒙,0-2,Easybets,1.45,4.6,7.1,1.44,4.7,6.9
2034856,法国甲组联赛,2022-02-21T03:45:00,马赛,克莱蒙,0-2,Lottery Official,1.34,4.05,6.9,1.34,4.05,6.9
2034856,法国甲组联赛,2022-02-21T03:45:00,马赛,克莱蒙,0-2,Macauslot,1.35,4.45,7.1,1.4,4.3,6.3
2034856,法国甲组联赛,2022-02-21T03:45:00,马赛,克莱蒙,0-2,William Hill,1.5,4.33,6.5,1.44,4.4,7
2034862,法国甲组联赛,2022-02-27T20:00:00,摩纳哥,兰斯,1月2日,Bet 365,1.53,3.8,5.75,1.44,4.33,7.5
2034862,法国甲组联赛,2022-02-27T20:00:00,摩纳哥,兰斯,1月2日,Easybets,1.54,4.3,6,1.42,4.5,8.2
2034862,法国甲组联赛,2022-02-27T20:00:00,摩纳哥,兰斯,1月2日,Lottery Official,1.29,4.1,8.3,1.29,4.1,8.3
2034862,法国甲组联赛,2022-02-27T20:00:00,摩纳哥,兰斯,1月2日,Macauslot,1.47,4.05,5.7,1.42,4.15,6.25
2034862,法国甲组联赛,2022-02-27T20:00:00,摩纳哥,兰斯,1月2日,William Hill,1.6,3.8,5.8,1.44,4.2,8
2034916,法国甲组联赛,2022-04-11T03:00:00,马赛,蒙彼利埃,2-0,Bet 365,1.5,4.33,6,1.45,4.75,6.5
2034916,法国甲组联赛,2022-04-11T03:00:00,马赛,蒙彼利埃,2-0,Easybets,1.52,4.5,5.8,1.47,4.6,6.4
2034916,法国甲组联赛,2022-04-11T03:00:00,马赛,蒙彼利埃,2-0,Macauslot,1.45,4.3,5.5,1.4,4.3,6.3
2034916,法国甲组联赛,2022-04-11T03:00:00,马赛,蒙彼利埃,2-0,William Hill,1.5,4.2,6.5,1.44,4.5,7
2034935,法国甲组联赛,2022-04-21T03:00:00,朗斯,蒙彼利埃,2-0,Bet 365,1.91,3.4,4.2,1.5,4.2,7.5
2034935,法国甲组联赛,2022-04-21T03:00:00,朗斯,蒙彼利埃,2-0,Easybets,1.8,3.9,4.3,1.43,4.7,7.4
2034935,法国甲组联赛,2022-04-21T03:00:00,朗斯,蒙彼利埃,2-0,Macauslot,1.71,3.65,4.05,1.42,4.2,6.1
2034935,法国甲组联赛,2022-04-21T03:00:00,朗斯,蒙彼利埃,2-0,William Hill,1.8,3.8,4.33,1.44,4.2,8
2034943,法国甲组联赛,2022-04-24T21:00:00,尼斯,特鲁瓦,1-0,Bet 365,1.62,3.8,5.5,1.45,4.75,7
2034943,法国甲组联赛,2022-04-24T21:00:00,尼斯,特鲁瓦,1-0,Easybets,1.65,4,5.1,1.48,4.4,6.8
2034943,法国甲组联赛,2022-04-24T21:00:00,尼斯,特鲁瓦,1-0,Lottery Official,1.41,3.65,6.45,1.34,3.9,7.3
2034943,法国甲组联赛,2022-04-24T21:00:00,尼斯,特鲁瓦,1-0,Macauslot,1.55,3.81,4.95,1.38,4.4,6.35
2034943,法国甲组联赛,2022-04-24T21:00:00,尼斯,特鲁瓦,1-0,William Hill,1.62,3.8,5.5,1.44,4.2,7.5
2034975,法国甲组联赛,2022-05-15T03:00:00,斯特拉斯堡,克莱蒙,1-0,Bet 365,1.5,4.5,6,1.4,4.75,7.5
2034975,法国甲组联赛,2022-05-15T03:00:00,斯特拉斯堡,克莱蒙,1-0,Easybets,1.46,4.6,6.8,1.4,4.6,8.4
2034975,法国甲组联赛,2022-05-15T03:00:00,斯特拉斯堡,克莱蒙,1-0,Lottery Official,1.38,4.1,5.9,1.36,4.15,6.15
2034975,法国甲组联赛,2022-05-15T03:00:00,斯特拉斯堡,克莱蒙,1-0,Macauslot,1.38,4.35,6.5,1.38,4.35,6.5
2034975,法国甲组联赛,2022-05-15T03:00:00,斯特拉斯堡,克莱蒙,1-0,William Hill,1.44,4.2,7.5,1.44,4.33,8
2034977,法国甲组联赛,2022-05-15T03:00:00,里昂,南特,3月2日,Bet 365,1.33,5.5,8,1.45,5.25,5.5
2034977,法国甲组联赛,2022-05-15T03:00:00,里昂,南特,3月2日,Easybets,1.37,5.4,7.2,1.52,4.9,5.1
2034977,法国甲组联赛,2022-05-15T03:00:00,里昂,南特,3月2日,Lottery Official,1.34,4.8,5.4,1.32,4.9,5.65
2034977,法国甲组联赛,2022-05-15T03:00:00,里昂,南特,3月2日,Macauslot,1.31,5.05,6.9,1.45,4.8,4.75
2034977,法国甲组联赛,2022-05-15T03:00:00,里昂,南特,3月2日,William Hill,1.35,4.8,9,1.44,5,5.8
2038351,西班牙甲组联赛,2021-08-22T23:00:00,皇家社会,巴列卡诺,1-0,Bet 365,1.53,4,6.5,1.44,4.33,8.5
2038351,西班牙甲组联赛,2021-08-22T23:00:00,皇家社会,巴列卡诺,1-0,Easybets,1.5,4.2,5.7,1.45,4.6,7.4
2038351,西班牙甲组联赛,2021-08-22T23:00:00,皇家社会,巴列卡诺,1-0,Macauslot,1.47,4.05,5.6,1.4,4.3,6.3
2038351,西班牙甲组联赛,2021-08-22T23:00:00,皇家社会,巴列卡诺,1-0,William Hill,1.44,4.33,7.5,1.44,4.2,9
2038391,西班牙甲组联赛,2021-09-23T04:00:00,比利亚雷亚尔,艾尔切,4月1日,Bet 365,1.45,4,7.5,1.44,4.33,7.5
2038391,西班牙甲组联赛,2021-09-23T04:00:00,比利亚雷亚尔,艾尔切,4月1日,Easybets,1.56,4.1,6,1.49,4.3,7.5
2038391,西班牙甲组联赛,2021-09-23T04:00:00,比利亚雷亚尔,艾尔切,4月1日,Macauslot,1.48,3.75,5.9,1.4,4,6.8
2038391,西班牙甲组联赛,2021-09-23T04:00:00,比利亚雷亚尔,艾尔切,4月1日,William Hill,1.5,4.2,7,1.44,4.2,8
2038393,西班牙甲组联赛,2021-09-26T22:15:00,巴塞罗那,莱万特,3-0,Bet 365,1.33,5.25,8.5,1.44,4.5,7
2038393,西班牙甲组联赛,2021-09-26T22:15:00,巴塞罗那,莱万特,3-0,Easybets,1.37,5.3,7.5,1.48,4.6,6.9
2038393,西班牙甲组联赛,2021-09-26T22:15:00,巴塞罗那,莱万特,3-0,Macauslot,1.28,5.15,7.7,1.35,4.9,6.25
2038393,西班牙甲组联赛,2021-09-26T22:15:00,巴塞罗那,莱万特,3-0,William Hill,1.36,5,8.5,1.44,4.8,7
2038419,西班牙甲组联赛,2021-12-02T04:00:00,皇家马德里,毕尔巴鄂竞技,1-0,Bet 365,1.44,4.75,6.5,1.45,4.5,7
2038419,西班牙甲组联赛,2021-12-02T04:00:00,皇家马德里,毕尔巴鄂竞技,1-0,Easybets,1.44,4.5,8.1,1.48,4.5,7
2038419,西班牙甲组联赛,2021-12-02T04:00:00,皇家马德里,毕尔巴鄂竞技,1-0,Lottery Official,1.33,4.3,6.5,1.35,4.15,6.35
2038419,西班牙甲组联赛,2021-12-02T04:00:00,皇家马德里,毕尔巴鄂竞技,1-0,Macauslot,1.43,3.93,6.5,1.4,4.2,6.5
2038419,西班牙甲组联赛,2021-12-02T04:00:00,皇家马德里,毕尔巴鄂竞技,1-0,William Hill,1.5,4.2,7.5,1.44,4.4,7.5
2038430,西班牙甲组联赛,2021-10-24T20:00:00,塞维利亚,莱万特,5月3日,Bet 365,1.45,4.2,7,1.45,4.33,7.5
2038430,西班牙甲组联赛,2021-10-24T20:00:00,塞维利亚,莱万特,5月3日,Easybets,1.48,4.6,6.4,1.49,4.2,7.6
2038430,西班牙甲组联赛,2021-10-24T20:00:00,塞维利亚,莱万特,5月3日,Macauslot,1.41,4.35,6.1,1.41,4.35,6.1
2038430,西班牙甲组联赛,2021-10-24T20:00:00,塞维利亚,莱万特,5月3日,William Hill,1.5,4.2,7,1.44,4.2,8
2038462,西班牙甲组联赛,2021-11-21T01:30:00,马德里竞技,奥萨苏纳,1-0,Bet 365,1.4,4.5,8,1.45,4.2,8
2038462,西班牙甲组联赛,2021-11-21T01:30:00,马德里竞技,奥萨苏纳,1-0,Easybets,1.38,4.9,9,1.47,4.1,8.3
2038462,西班牙甲组联赛,2021-11-21T01:30:00,马德里竞技,奥萨苏纳,1-0,Macauslot,1.3,4.5,8.8,1.35,4.4,7.3
2038462,西班牙甲组联赛,2021-11-21T01:30:00,马德里竞技,奥萨苏纳,1-0,William Hill,1.36,4.6,10,1.44,4.2,8.5
2038471,西班牙甲组联赛,2021-11-20T23:15:00,塞维利亚,阿拉维斯,2月2日,Bet 365,1.44,4.2,7.5,1.44,4.2,8
2038471,西班牙甲组联赛,2021-11-20T23:15:00,塞维利亚,阿拉维斯,2月2日,Easybets,1.42,4.7,8.2,1.47,4.1,8.5
2038471,西班牙甲组联赛,2021-11-20T23:15:00,塞维利亚,阿拉维斯,2月2日,Macauslot,1.38,4.2,7.1,1.38,4.2,7.1
2038471,西班牙甲组联赛,2021-11-20T23:15:00,塞维利亚,阿拉维斯,2月2日,William Hill,1.36,4.75,9.5,1.44,4.2,8.5
2038551,西班牙甲组联赛,2022-01-22T23:15:00,比利亚雷亚尔,马洛卡,3-0,Bet 365,1.44,4.33,7,1.53,4,7
2038551,西班牙甲组联赛,2022-01-22T23:15:00,比利亚雷亚尔,马洛卡,3-0,Easybets,1.42,4.7,8.2,1.55,4.1,6.6
2038551,西班牙甲组联赛,2022-01-22T23:15:00,比利亚雷亚尔,马洛卡,3-0,Lottery Official,1.29,4.35,7.45,1.3,4.35,7.2
2038551,西班牙甲组联赛,2022-01-22T23:15:00,比利亚雷亚尔,马洛卡,3-0,Macauslot,1.38,4.35,6.5,1.42,4.2,6
2038551,西班牙甲组联赛,2022-01-22T23:15:00,比利亚雷亚尔,马洛卡,3-0,William Hill,1.5,4,7,1.44,4.2,7.5
2038563,西班牙甲组联赛,2022-02-13T04:00:00,马德里竞技,赫塔菲,4月3日,Bet 365,1.36,4.2,11,1.5,4,6.5
2038563,西班牙甲组联赛,2022-02-13T04:00:00,马德里竞技,赫塔菲,4月3日,Easybets,1.44,4.4,8.3,1.49,4.1,7.7
2038563,西班牙甲组联赛,2022-02-13T04:00:00,马德里竞技,赫塔菲,4月3日,Lottery Official,1.31,3.85,8.75,1.33,3.75,8.3
2038563,西班牙甲组联赛,2022-02-13T04:00:00,马德里竞技,赫塔菲,4月3日,Macauslot,1.35,4.15,7.8,1.4,4,6.9
2038563,西班牙甲组联赛,2022-02-13T04:00:00,马德里竞技,赫塔菲,4月3日,William Hill,1.4,4.2,9.5,1.44,3.9,8.5
2038640,西班牙甲组联赛,2022-04-09T03:00:00,塞维利亚,格拉纳达,4月2日,Bet 365,1.4,4.33,8,1.4,4.75,8.5
2038640,西班牙甲组联赛,2022-04-09T03:00:00,塞维利亚,格拉纳达,4月2日,Easybets,1.4,4.6,9.6,1.4,4.7,9.1
2038640,西班牙甲组联赛,2022-04-09T03:00:00,塞维利亚,格拉纳达,4月2日,Macauslot,1.32,4.3,9,1.35,4.2,8.2
2038640,西班牙甲组联赛,2022-04-09T03:00:00,塞维利亚,格拉纳达,4月2日,William Hill,1.4,4.2,9,1.44,4.33,8
2038669,西班牙甲组联赛,2022-04-30T22:15:00,皇家马德里,西班牙人,4-0,Bet 365,1.33,4.75,10,1.44,4.75,5.75
2038669,西班牙甲组联赛,2022-04-30T22:15:00,皇家马德里,西班牙人,4-0,Easybets,1.46,4.7,7,1.45,4.9,6.8
2038669,西班牙甲组联赛,2022-04-30T22:15:00,皇家马德里,西班牙人,4-0,Lottery Official,1.35,4.3,6.05,1.29,4.55,6.9
2038669,西班牙甲组联赛,2022-04-30T22:15:00,皇家马德里,西班牙人,4-0,Macauslot,1.36,4.5,6.6,1.39,4.5,6
2038669,西班牙甲组联赛,2022-04-30T22:15:00,皇家马德里,西班牙人,4-0,William Hill,1.33,4.6,11,1.44,4.75,6.5
2038683,西班牙甲组联赛,2022-05-11T03:30:00,巴塞罗那,塞尔塔,3月1日,Bet 365,1.4,5,7,1.4,4.75,6.5
2038683,西班牙甲组联赛,2022-05-11T03:30:00,巴塞罗那,塞尔塔,3月1日,Easybets,1.39,5.4,7.3,1.41,5.3,6.8
2038683,西班牙甲组联赛,2022-05-11T03:30:00,巴塞罗那,塞尔塔,3月1日,Lottery Official,1.27,4.8,7,1.28,4.75,6.75
2038683,西班牙甲组联赛,2022-05-11T03:30:00,巴塞罗那,塞尔塔,3月1日,Macauslot,1.33,4.9,6.6,1.33,4.9,6.6
2038683,西班牙甲组联赛,2022-05-11T03:30:00,巴塞罗那,塞尔塔,3月1日,William Hill,1.35,5,8.5,1.44,4.75,6.5
2038705,西班牙甲组联赛,2022-05-23T02:00:00,格拉纳达,西班牙人,0-0,Bet 365,1.53,4.2,6,1.44,4.75,6.5
2038705,西班牙甲组联赛,2022-05-23T02:00:00,格拉纳达,西班牙人,0-0,Easybets,1.48,4.7,6.5,1.45,4.8,6.9
2038705,西班牙甲组联赛,2022-05-23T02:00:00,格拉纳达,西班牙人,0-0,Lottery Official,1.29,4.6,6.8,1.26,4.9,7.1
2038705,西班牙甲组联赛,2022-05-23T02:00:00,格拉纳达,西班牙人,0-0,Macauslot,1.4,4.45,6.1,1.4,4.45,6.1
2038705,西班牙甲组联赛,2022-05-23T02:00:00,格拉纳达,西班牙人,0-0,William Hill,1.55,4,6,1.44,4.4,7
2053327,意大利甲组联赛,2021-08-30T02:45:00,AC米兰,卡利亚里,4月1日,Bet 365,1.33,5,8.5,1.44,4.2,6.5
2053327,意大利甲组联赛,2021-08-30T02:45:00,AC米兰,卡利亚里,4月1日,Easybets,1.43,4.9,7.2,1.5,4.6,6.4
2053327,意大利甲组联赛,2021-08-30T02:45:00,AC米兰,卡利亚里,4月1日,Lottery Official,1.33,4.4,6.25,1.31,4.5,6.5
2053327,意大利甲组联赛,2021-08-30T02:45:00,AC米兰,卡利亚里,4月1日,Macauslot,1.35,4.6,6.7,1.4,4.4,6
2053327,意大利甲组联赛,2021-08-30T02:45:00,AC米兰,卡利亚里,4月1日,William Hill,1.36,5,8.5,1.44,4.4,7.5
2053351,意大利甲组联赛,2021-09-19T23:59:00,拉齐奥,卡利亚里,2月2日,Bet 365,1.4,4.75,7,1.44,4.5,7
2053351,意大利甲组联赛,2021-09-19T23:59:00,拉齐奥,卡利亚里,2月2日,Easybets,1.44,4.5,6.1,1.46,4.7,6.9
2053351,意大利甲组联赛,2021-09-19T23:59:00,拉齐奥,卡利亚里,2月2日,Macauslot,1.38,4.5,6.2,1.38,4.5,6.2
2053351,意大利甲组联赛,2021-09-19T23:59:00,拉齐奥,卡利亚里,2月2日,William Hill,1.5,4.33,6.5,1.44,4.5,7.5
2053410,意大利甲组联赛,2021-10-28T00:30:00,尤文图斯,萨索洛,1月2日,Bet 365,1.44,4.75,6.5,1.4,5,7
2053410,意大利甲组联赛,2021-10-28T00:30:00,尤文图斯,萨索洛,1月2日,Easybets,1.51,4.7,5.7,1.44,5,6.7
